parentid,childid,body,category
20685,2,●介入期待後退と不均衡是正で円買い圧力＜野村証券国際金融為替調査課外国為替アナリスト池田雄之輔氏＞朝方、急速な円高が進んだ背景は、市場が薄商いの中、20カ国地域（G20）首脳会合（金融サミット）で国際収支不均衡是正の必要性があらためて認識されたことを受け、経常黒字国である円やスイスフランに上昇圧力がかかった,00000100000
20685,4,経常赤字の英国と経常黒字のスイスのマクロ経済情勢を反映して、英ポンド／スイスフランにも下向きの圧力がかかっている,00000100000
21051,0,財務省は8日発表した国際収支状況速報によると、8月の経常収支は1兆1712億円の黒字となった,00000100000
21051,3,所得収支の黒字幅が縮小したものの、輸入の減少が輸出の減少を上回り、貿易収支が黒字に転じたことが経常収支の黒字幅拡大に寄与した,00000100000
21051,4,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆1553億円の黒字、前年比8.9％増だった,00000100000
21051,7,このうち、貿易収支は3037億円の黒字（前年同月は1412億円の赤字）,00000100000
21051,8,原油価格が前年に比べ大きく下落したことなどを背景に輸入減少額が過去最大となり、輸出額の減少を上回ったことが貿易黒字の拡大に寄与した,00000100001
21139,0,米商務省が発表した8月貿易統計は、貿易赤字が307億ドルと前月から予想外に縮小した,00000100000
21139,2,貿易赤字は前月の319億ドル（改定値）から3.6％減少,00000100000
21139,9,貿易赤字の縮小は第3四半期の国内総生産（GDP）にプラスの影響を与えるが、輸入が若干減少したことで米経済回復の強さをめぐる懸念が高まる恐れがある,10000100000
21139,10,FAFアドバイザーズ（ミネアポリス）の首席エコノミスト、キースヘンバー氏は「貿易赤字の縮小は経済の広範な安定を示していると考える,00000100000
21213,0,モルガンスタンレーアジアのスティーブンローチ会長は13日、経常赤字などがドルを圧迫するなか、2010年の米議会選挙を前に中国は人民元の上昇容認に向けた一段の圧力に直面するとの見方を示した,00000100000
21235,2,9月の貿易黒字は129億ドル,00000100000
21235,3,エコノミスト予想は、輸出が前年比21.0％減、輸入が同15.3％減、貿易黒字が170億ドルとなっていた,00000100000
21268,5,実際8月の米貿易統計によると、輸出が2008年12月以来の高水準となったため、貿易赤字が縮小した,00000100000
21329,4,米国が経常赤字を抑制するためにはドルの価値が人民元に対して低下する必要があるが、人民元がドルに連動しているために人民元相場は絶えず過小評価されることになり、ドルが他の主要通貨に対して下落する結果になっていると指摘,00000100000
21408,5,ただ、為替相場だけで中国の多額の経常収支や資本収支の問題を解決することはできないことなどを踏まえると、人民元が急上昇する可能性は低いとの見方を示した,00000100000
21414,1,議長はアジアに関するサンフランシスコ地区連銀主催の講演用原稿で、国内の貯蓄率を高め、輸入業界を支援する政策により達成された貿易黒字は、資源配分をゆがめると指摘,00000100000
21426,1,中国など貿易収支が大幅な黒字となっているアジア諸国は過剰な貯蓄を抑制し、消費を促進するべきと指摘,00000100000
21426,3,議長はアジアに関するサンフランシスコ地区連銀主催の会議で、国内の貯蓄率を高め、輸入業界を支援する政策により達成された貿易黒字は、資源配分をゆがめると指摘,00000100000
21461,4,また「中国の輸出が安定し始めるなか、貿易黒字は高水準にとどまる」と語った,00000100000
21471,1,副専務理事はCNBCテレビとのインタビューで「（経常収支が）黒字の国は内需（主導型経済）へ、赤字の国はその逆方向へ移行することが必要だ」と指摘,00000100000
21540,0,財務省が22日午前8時50分に発表した9月貿易統計速報によると、貿易収支（原数値）は5206億円の黒字となった,00000100000
21540,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は6298億円の黒字（前年比592.3％増）だった,00000100000
21543,0,財務省が22日発表した9月貿易統計速報によると、貿易収支（原数値）は5206億円の黒字となった,00000100000
21543,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は6298億円の黒字（前年比592.3％増）だった,00000100000
21551,2,輸入も前年比36.9％減と減少率は縮小したものの、輸出の減少率を下回った結果、貿易収支は5206億円の黒字となった,00000100000
21551,5,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は6298億円の黒字（前年比592.3％増）だった,00000100000
21551,9,対アジアの貿易収支は1年1カ月ぶりに増加に転じた,00000100000
21551,21,同時に発表された2009年度上半期の貿易収支は前年同期比155.7％増の1兆9503億円と、2期ぶりの黒字となった,00000100000
21567,3,足元で上昇しているエネルギー価格の上昇や投機的なマネーの動きが、今後の貿易収支を圧迫しかねないとの見通しもあり、各国が打ち出した公的支援策の出口戦略のタイミングに注目が集まる,00000100000
22018,6,一方で、米国など巨額の貿易赤字を抱える国は、貯蓄率を上昇させる必要がある,00000100000
22019,5,世銀は、09年の中国の経常黒字がGDP比5.6％と、08年の同9.8％から大幅に縮小するとも予想した,00000100000
22068,11,関係筋によると、各国が提示する見通しには、経常収支だけでなく総需要や財政などの項目も含まれる,00000100000
22187,3,「非常に強力な国際的投資ポジションが世界的な金融危機から中国を遮断し、同国が将来的に国際収支の危機に直面するリスクを無視し得るレベルに低減した」と指摘した,00000100000
22214,0,財務省が10日午前8時50分に発表した国際収支状況速報によると、9月の経常収支は1兆5679億円の黒字となった,00000100000
22214,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆5000億円の黒字、前年比4.1％減だった,00000100000
22218,0,財務省が10日発表した国際収支状況速報によると、9月の経常収支は1兆5679億円の黒字となった,00000100000
22218,4,所得収支の黒字額が減少したものの貿易収支の黒字額が増加したことなどが影響した,00000100000
22218,5,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆5000億円の黒字、前年比4.1％減だった,00000100000
22218,8,このうち、貿易収支は5992億円の黒字（前年同月は3202億円の黒字）,00000100000
22218,10,これが世界経済の減速などに伴う輸出額の減少を上回り、貿易黒字の拡大に寄与した,00000100000
22218,16,同時に発表された2009年度上期の経常収支は、前年比9.7％減の7兆2560億円となり、3期連続で黒字幅が縮小した,00000100000
22220,0,財務省が10日発表した国際収支状況速報によると、9月の経常収支は前年比0.2％増の1兆5679億円の黒字となった,00000100000
22220,3,所得収支の黒字額が減少したものの貿易収支の黒字額が増加したことなどが影響した,00000100000
22220,4,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆5000億円の黒字、前年比4.1％減だった,00000100000
22220,7,このうち貿易収支は5992億円の黒字（前年同月は3202億円の黒字）,00000100000
22220,9,これが世界経済の減速などに伴う輸出額の減少を上回り、貿易黒字の拡大に寄与した,00000100000
22220,15,同時に発表された2009年度上期の経常収支は、前年比9.7％減の7兆2560億円で、3期連続の黒字幅縮小となった,00000100000
22278,2,10月の貿易黒字は240億ドル,00000100000
22278,5,エコノミスト予想は輸出が前年比13.2％減、輸入が同1.0％減、貿易黒字が191億ドルだった,00000100000
22351,9,「中国の経常黒字は大幅に縮小した,00000100000
22412,0,米商務省が13日発表した9月貿易統計は、貿易赤字が前月比18.2％増と予想以上に拡大し、10年超ぶりの大幅な増加となった,00000100000
22412,2,貿易赤字は365億ドルと、前月の308億ドル（改定値）から拡大した,00000100000
22417,1,この日発表された米経済指標で貿易赤字が拡大する一方、消費者信頼感指数が予想以上に低下したことを受け、米国の景気回復はほかの国よりもペースが遅いのではないかとの見方が強まった,10001100000
22417,5,米商務省が13日発表した9月の貿易統計は、貿易赤字が10年以上ぶりの大幅な増加となった,00000100000
22448,6,一方、経常赤字を抱える国は、貯蓄を増やすほか、財政再建を優先課題としなければならないとの見方を示した,00000100000
22573,3,それによると、首相は「中国は貿易黒字を目指していない」と述べ、「両国間の貿易の段階的な均衡化を促したい」との考えを示した,00000100000
22660,0,中国の人民日報海外版は20日の解説記事で、人民元上昇を求める米国の圧力は、米国が自国の貿易赤字に対する責任を放棄していることを意味し、世界経済の回復を遅らせるとの見解を示した,00000100000
22767,0,財務省が25日午前8時50分に発表した10月貿易統計速報によると、貿易収支（原数値）は8071億円の黒字となった,00000100000
22767,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は4522億円の黒字だった,00000100000
22772,0,財務省が25日午前8時50分に発表した10月貿易統計速報によると、貿易収支（原数値）は8071億円の黒字となった,00000100000
22772,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は4522億円の黒字だった,00000100000
22776,0,財務省が25日発表した10月貿易統計速報によると、貿易収支（原数値）は8071億円の黒字となった,00000100000
22776,3,輸入も前月より減少率が縮小したものの、輸出の減少率を下回った結果、貿易黒字が増加した,00000100000
22776,4,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は4522億円の黒字だった,00000100000
22836,6,人民元相場は米ドルに事実上ペッグされており、中国の巨額の貿易黒字にもかかわらず、人為的に人民元の上昇が抑制されている,00000100000
23166,9,7日からの週には、12月のミシガン大消費者信頼感指数速報値や10月の貿易収支なども発表される,00000100000
23196,0,新華社によると、中国は中央経済工作会議で、貿易収支を均衡させるために、輸出と輸入を促進させる方針を表明した,00000100000
23213,0,財務省が8日発表した国際収支状況速報によると、10月の経常収支は1兆3976億円の黒字となった,00000100000
23213,3,所得収支の黒字額が減少したものの、貿易黒字が大幅に増加したことが経常黒字拡大に寄与した,00000100000
23213,4,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆4832億円の黒字、前年比51.4％増だった,00000100000
23213,7,このうち貿易収支は9490億円の黒字（前年同月は1366億円の黒字）,00000100000
23213,11,輸出額も世界経済の減速を背景に前年比減少が続いているが、10月は24.6％減と1年ぶりの小幅な減少になったため、貿易黒字の拡大に寄与した,00000100000
23348,0,米商務省が10日発表した10月貿易統計は、貿易赤字が前月比7.6％減の329億4000万ドルと予想外に減少した,00000100000
23348,2,アナリスト予想では貿易赤字が368億ドルに拡大するとみられていた,00000100000
23348,13,7カ月連続で上昇していた輸入原油価格が下落したことも貿易赤字の縮小に寄与した,00000100000
23400,13,世界経済の回復にとって最大の脅威となる要因は何かとの質問には、多額の経常黒字と赤字を抱える国の不均衡だと答えた,00000100000
23406,13,世界経済の回復にとって最大の脅威となる要因は何かとの質問には、多額の経常黒字と赤字を抱える国の不均衡だと答えた,00000100000
23675,0,財務省が21日午前8時50分に発表した11月貿易統計速報によると、貿易収支（原数値）は3739億円の黒字となった,00000100000
23675,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は3445億円の黒字だった,00000100000
23681,7,貿易収支は3739億円の黒字となった,00000100000
23681,10,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は3445億円の黒字だった,00000100000
23689,15,貿易収支は3739億円の黒字となった,00000100000
23689,18,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は3445億円の黒字だった,00000100000
23717,2, 貿易黒字は約1840億ドルと、前年比15.5％減少する見通し,00000100000
23721,2, 貿易黒字は約1840億ドルと、前年比15.5％減少する見通し,00000100000
23734,1,ただ、ドルは経常赤字という構造的な売り材料を抱えており、強弱感が対立するなかで利上げ期待の高まりと後退を繰り返すボラティリティの高い推移になると予想されている,00000100000
23734,6,仮に利上げとなっても初期段階は債券投資家からの資金流入が期待できないこと、経常赤字からくる売り圧力が続くことなどから、その後もう一度下落するイメージだ,00000100010
23962,3,国際収支の不均衡是正を推進する姿勢も示したが、詳細には言及しなかった,00000100000
